['227', '146', '83', '516', '117', '775', '574', '933', '386', '806']
['459', '687', '943', '19', '295', '774', '140', '471', '91', '155']
['902', '970', '259', '748', '983', '617', '351', '188', '311', '43']
['802', '24', '272', '452', '556', '572', '6', '207', '209', '551']
['771', '743', '245', '496', '899', '219', '289', '608', '790', '728']
['672', '567', '784', '4', '820', '527', '679', '569', '505', '941']
['986', '34', '36', '417', '678', '691', '731', '325', '64', '103']
['233', '125', '867', '924', '407', '27', '965', '891', '271', '323']
['766', '868', '739', '877', '769', '963', '364', '791', '576', '389']
['559', '725', '693', '696', '547', '612', '951', '818', '880', '697']
['211', '150', '358', '370', '474', '628', '472', '529', '852', '193']
['953', '413', '719', '554', '436', '170', '636', '110', '958', '224']
['306', '246', '79', '524', '180', '333', '807', '745', '593', '205']
['178', '823', '68', '585', '327', '501', '976', '265', '511', '836']
['159', '156', '158', '84', '777', '874', '767', '153', '599', '277']
['104', '493', '418', '489', '832', '38', '241', '750', '698', '764']
['835', '909', '990', '912', '369', '148', '718', '485', '276', '575']
['604', '39', '870', '978', '142', '37', '136', '449', '795', '598']
['81', '312', '23', '826', '613', '201', '1000', '267', '250', '423']
['699', '705', '538', '570', '561', '756', '448', '952', '402', '876']
['129', '681', '162', '526', '347', '864', '251', '931', '149', '432']
['890', '253', '108', '315', '562', '615', '539', '600', '15', '995']
['911', '63', '614', '736', '630', '786', '260', '458', '589', '649']
['525', '657', '385', '17', '426', '177', '374', '326', '455', '348']
['300', '269', '640', '961', '294', '308', '991', '540', '210', '61']
['926', '837', '822', '545', '345', '722', '139', '954', '181', '980']
['392', '75', '100', '261', '742', '441', '362', '297', '291', '721']
['898', '445', '661', '828', '942', '914', '706', '468', '629', '916']
['988', '429', '410', '824', '373', '95', '939', '591', '223', '849']
['380', '622', '115', '494', '50', '499', '406', '641', '896', '187']
['32', '484', '76', '920', '659', '710', '996', '549', '860', '747']
['451', '301', '929', '507', '829', '796', '632', '800', '637', '548']
['732', '840', '464', '213', '682', '137', '897', '833', '124', '469']
['900', '360', '481', '305', '950', '303', '603', '579', '703', '428']
['851', '543', '675', '337', '855', '322', '439', '889', '384', '945']
['781', '866', '466', '467', '975', '737', '571', '670', '804', '692']
['669', '711', '583', '421', '558', '3', '379', '862', '787', '819']
['751', '128', '816', '2', '872', '199', '654', '982', '584', '949']
['113', '47', '408', '564', '186', '625', '955', '73', '264', '190']
['376', '974', '844', '396', '865', '812', '542', '723', '344', '688']
['314', '86', '200', '530', '956', '145', '435', '185', '420', '817']
['753', '960', '755', '28', '623', '324', '71', '935', '508', '653']
['381', '122', '947', '656', '255', '232', '105', '284', '401', '967']
['293', '560', '940', '371', '215', '964', '906', '938', '831', '288']
['98', '101', '861', '361', '313', '544', '674', '226', '765', '363']
['720', '236', '57', '130', '74', '195', '296', '152', '535', '424']
['502', '169', '30', '168', '715', '946', '948', '166', '658', '228']
['644', '340', '329', '397', '904', '40', '111', '393', '419', '597']
['10', '651', '70', '138', '334', '7', '58', '645', '292', '383']
['1', '552', '568', '41', '475', '643', '815', '972', '650', '476']
['44', '759', '42', '813', '915', '131', '196', '237', '456', '919']
['780', '785', '513', '740', '350', '281', '132', '90', '123', '726']
['778', '335', '510', '533', '191', '845', '31', '342', '414', '183']
['667', '794', '55', '757', '985', '758', '490', '834', '330', '321']
['109', '610', '77', '22', '239', '372', '514', '689', '814', '694']
['290', '537', '208', '528', '80', '203', '116', '563', '648', '99']
['663', '437', '520', '639', '619', '768', '438', '498', '318', '433']
['557', '106', '454', '60', '741', '646', '52', '546', '97', '957']
['901', '635', '638', '198', '359', '749', '331', '403', '243', '127']
['729', '154', '602', '779', '446', '506', '521', '222', '444', '503']
['683', '286', '78', '275', '680', '280', '783', '883', '782', '5']
['744', '717', '592', '171', '577', '797', '888', '762', '355', '969']
['821', '434', '443', '879', '92', '668', '746', '989', '194', '903']
['164', '666', '391', '665', '910', '803', '907', '133', '825', '664']
['863', '573', '873', '690', '202', '885', '532', '550', '808', '842']
['339', '997', '268', '488', '126', '850', '118', '404', '799', '405']
['33', '66', '238', '788', '798', '89', '69', '463', '192', '512']
['509', '65', '244', '147', '319', '143', '810', '789', '175', '553']
['447', '230', '442', '905', '971', '702', '388', '776', '847', '671']
['278', '204', '859', '59', '307', '352', '8', '336', '263', '332']
['856', '918', '624', '626', '72', '686', '734', '285', '518', '29']
['848', '594', '270', '206', '302', '366', '338', '523', '135', '987']
['992', '477', '966', '450', '685', '999', '677', '805', '601', '411']
['51', '841', '256', '9', '586', '412', '587', '151', '695', '853']
['634', '595', '82', '49', '921', '486', '35', '415', '578', '930']
['727', '701', '497', '878', '892', '172', '470', '310', '427', '56']
['353', '714', '483', '738', '566', '377', '932', '712', '662', '962']
['316', '182', '620', '684', '515', '517', '12', '394', '886', '457']
['343', '387', '157', '247', '112', '382', '249', '618', '252', '968']
['894', '257', '134', '225', '843', '631', '839', '425', '973', '378']
['220', '85', '882', '673', '881', '676', '173', '46', '871', '16']
['216', '936', '87', '248', '88', '928', '887', '163', '478', '395']
['582', '895', '479', '11', '160', '660', '977', '811', '923', '328']
['875', '422', '266', '994', '730', '993', '262', '979', '212', '221']
['519', '925', '235', '830', '927', '500', '298', '282', '231', '144']
['627', '854', '917', '793', '922', '724', '761', '792', '440', '555']
['609', '633', '763', '473', '25', '536', '45', '465', '258', '54']
['274', '773', '309', '299', '606', '365', '409', '161', '197', '913']
['752', '287', '605', '165', '846', '431', '320', '67', '588', '26']
['707', '18', '184', '114', '367', '770', '908', '107', '647', '480']
['20', '354', '716', '937', '700', '189', '704', '349', '13', '754']
['234', '611', '214', '709', '119', '652', '616', '482', '254', '944']
['375', '416', '827', '120', '400', '760', '801', '179', '121', '304']
['580', '708', '93', '858', '94', '607', '176', '492', '504', '884']
['596', '869', '838', '62', '491', '522', '590', '273', '733', '984']
['141', '541', '368', '341', '934', '48', '283', '453', '487', '14']
['399', '735', '279', '96', '317', '655', '809', '959', '713', '857']
['240', '531', '174', '581', '534', '229', '642', '998', '621', '242']
['462', '461', '167', '981', '398', '21', '772', '356', '893', '565']
['495', '390', '346', '460', '53', '357', '217', '218', '102', '430']
